id;author;author-aux;author-orcid;booktitle;cdate;cdrom;cite;cite-label;crossref;editor;editor-orcid;ee;ee-type;i;journal;key;mdate;month;note;note-type;number;pages;publisher;publtype;sub;sup;title;title-bibtex;tt;url;volume;year
457;Amir Pnueli|Zohar Manna;;;;;;;;;;;https://doi.org/10.1007/BF00288637|https://www.wikidata.org/entity/Q56235455;;;Acta Inf.;journals/acta/MannaP74;2018-11-14;;;;;243-263;;;;;Axiomatic Approach to Total Correctness of Programs.;;;db/journals/acta/acta3.html#MannaP74;3;1974
458;James D. Currie|Terry I. Visentin;;;;;;;;;;;https://doi.org/10.1007/s00236-006-0030-z;;;Acta Inf.;journals/acta/CurrieV07;2017-05-28;;;;8;521-533;;;;;On Abelian 2-avoidable binary patterns.;;;db/journals/acta/acta43.html#CurrieV07;43;2007
459;Matthew Hennessy;;;;;;;;;;;https://doi.org/10.1007/BF01178906;;;Acta Inf.;journals/acta/Hennessy95;2017-05-28;;;;6;509-543;;;;;Concurrent Testing of Processes.;;;db/journals/acta/acta32.html#Hennessy95;32;1995
460;Margherita Napoli|Salvatore La Torre;;0000-0001-6969-8273;;;;;;;;;https://doi.org/10.1007/s002360100067;;;Acta Inf.;journals/acta/TorreN01;2017-06-05;;;;2;89-116;;;;;Timed tree automata with an application to temporal logic.;;;db/journals/acta/acta38.html#TorreN01;38;2001
461;Susan Horwitz|Thomas W. Reps;;;;;;;;;;;https://doi.org/10.1007/BF01261653;;;Acta Inf.;journals/acta/HorwitzR91;2017-05-28;;;;8;713-732;;;;;Efficient Comparison of Program Slices.;;;db/journals/acta/acta28.html#HorwitzR91;28;1991
462;Per Brinch Hansen;;;;;;;;;;;;;;Acta Inf.;journals/acta/Hansen73;2017-03-29;;;;;189-190;;;;;A Reply to Comments on A Comparison of Two Synchronizing Concepts;;;db/journals/acta/acta2.html#Hansen73;2;1973
463;Cristina Tîrnauca|Victor Mitrana;;0000-0002-7129-2237;;;;;;;;;https://doi.org/10.1007/s00236-010-0130-7;;;Acta Inf.;journals/acta/MitranaT11;2017-06-05;;;;1;43-50;;;;;New bounds for the query complexity of an algorithm that learns DFAs with correction and equivalence queries.;;;db/journals/acta/acta48.html#MitranaT11;48;2011
464;Alexandru Mateescu|Arto Salomaa;;;;;;;;;;;https://doi.org/10.1007/BF01210595;;;Acta Inf.;journals/acta/MateescuS93;2017-05-28;;;;5;441-457;;;;;On Simplest Possible Solutions for Post Correspondence Problems.;;;db/journals/acta/acta30.html#MateescuS93;30;1993
465;A. J. Kfoury|Pawel Urzyczyn;;;;;;;;;;;https://doi.org/10.1007/BF00288773;;;Acta Inf.;journals/acta/KfouryU85;2017-05-28;;;;4;347-377;;;;;Necessary and Sufficient Conditions for the Universality of Programming Formalisms.;;;db/journals/acta/acta22.html#KfouryU85;22;1985
466;Sheldon Shen;;;;;;;;;;;https://doi.org/10.1007/BF00291053;;;Acta Inf.;journals/acta/Shen88;2017-05-28;;;;6;663-676;;;;;Cooperative Distributed Dynamic Load Balancing.;;;db/journals/acta/acta25.html#Shen88;25;1988
467;Aivars Lorencs;;;;;;;;;;;https://doi.org/10.1007/s00236-012-0152-4;;;Acta Inf.;journals/acta/Lorencs12;2017-05-28;;;;2;105-115;;;;;The identity problem of finitely generated bi-ideals.;;;db/journals/acta/acta49.html#Lorencs12;49;2012
468;Andreas Malcher|Detlef Wotschke|Martin Kutrib;;;;;;;;;;;https://doi.org/10.1007/s00236-007-0068-6;;;Acta Inf.;journals/acta/KutribMW08;2017-05-28;;;;3;177-191;;;;;The Boolean closure of linear context-free languages.;;;db/journals/acta/acta45.html#KutribMW08;45;2008
469;Gerd Kaufholz;;;;;;;;;;;https://doi.org/10.1007/BF00264036;;;Acta Inf.;journals/acta/Kaufholz74;2017-05-28;;;;;171-186;;;;;Über die Vernetzungsstruktur von Maschinen.;;;db/journals/acta/acta3.html#Kaufholz74;3;1974
470;Jinzhao Wu|Mila E. Majster-Cederbaum;;;;;;;;;;;https://doi.org/10.1007/s00236-003-0117-8;;;Acta Inf.;journals/acta/Majster-CederbaumW03;2017-05-28;;;;8;531-577;;;;;Towards action refinement for true concurrent real time.;;;db/journals/acta/acta39.html#Majster-CederbaumW03;39;2003
471;Rance Cleaveland;;;;;;;;;;;https://doi.org/10.1007/BF00264284;;;Acta Inf.;journals/acta/Cleaveland89;2017-05-28;;;;8;725-747;;;;;Tableau-Based Model Checking in the Propositional Mu-Calculus.;;;db/journals/acta/acta27.html#Cleaveland89;27;1990
472;John H. Reif|Scott A. Smolka;;;;;;;;;;;https://doi.org/10.1007/BF00283332;;;Acta Inf.;journals/acta/ReifS88;2017-05-28;;;;3;333-354;;;;;The Complexity of Reachability in Distributed Communicating Processes.;;;db/journals/acta/acta25.html#ReifS88;25;1988
473;Leah Epstein;;;;;;;;;;;https://doi.org/10.1007/s00236-002-0102-7;;;Acta Inf.;journals/acta/Epstein03;2017-06-02;;;;2;97-117;;;;;Bin stretching revisited.;;;db/journals/acta/acta39.html#Epstein03;39;2003
474;Paolo Zuliani;;;;;;;;;;;https://doi.org/10.1007/s00236-009-0100-0;;;Acta Inf.;journals/acta/Zuliani09;2017-05-28;;;;6;403-432;;;;;Reasoning about faulty quantum programs.;;;db/journals/acta/acta46.html#Zuliani09;46;2009
475;Henk Alblas;;;;;;;;;;;https://doi.org/10.1007/BF00264495;;;Acta Inf.;journals/acta/Alblas81;2017-05-28;;;;;427-464;;;;;A Characterization of Attribute Evaluation in Passes.;;;db/journals/acta/acta16.html#Alblas81;16;1981
476;Achour Mostéfaoui|Michel Raynal;;;;;;;;;;;https://doi.org/10.1007/s00236-016-0269-y;;;Acta Inf.;journals/acta/MostefaouiR17;2017-07-19;;;;5;501-520;;;;2;Signature-free asynchronous Byzantine systems: from multivalued to binary consensus with t< n/3, O(n;;;db/journals/acta/acta54.html#MostefaouiR17;54;2017
477;S. Purushothaman|Wuxu Peng;;;;;;;;;;;https://doi.org/10.1007/BF01185558;;;Acta Inf.;journals/acta/PengP92;2017-05-28;;;;6/7;499-522;;;;;Analysis of a Class of Communicating Finite State Machines.;;;db/journals/acta/acta29.html#PengP92;29;1992
478;Ralph-Johan Back;;;;;;;;;;;https://doi.org/10.1007/BF00291051;;;Acta Inf.;journals/acta/Back88;2017-05-28;;;;6;593-624;;;;;A Calculus of Refinements for Program Derivations.;;;db/journals/acta/acta25.html#Back88;25;1988
479;Borivoj Melichar|Ladislav Vagner;;;;;;;;;;;https://doi.org/10.1007/s00236-006-0032-x;oa;;Acta Inf.;journals/acta/VagnerM07a;2018-06-26;;;;1;73;;;;;Parallel LL parsing.;;;db/journals/acta/acta44.html#VagnerM07a;44;2007
480;Krzysztof R. Apt;;;;;;;;;;;https://doi.org/10.1007/BF00289262;;;Acta Inf.;journals/acta/Apt81;2017-05-28;;;;;219-232;;;;;Recursive Assertions and Parallel Programs.;;;db/journals/acta/acta15.html#Apt81;15;1981
481;Barnaby Martin|Bernard Lidický|Daniël Paulusma|Petr A. Golovach;;0000-0001-8612-3594|0000-0002-2619-2990;;;;;;;;;https://doi.org/10.1007/s00236-012-0164-0;;;Acta Inf.;journals/acta/GolovachLMP12;2018-11-30;;;;6;381-394;;;;;Finding vertex-surjective graph homomorphisms.;;;db/journals/acta/acta49.html#GolovachLMP12;49;2012
482;Jeffrey D. Ullman;;;;;;;;;;;;;;Acta Inf.;journals/acta/Ullman73;2017-03-29;;;;;191-213;;;;;Fast Algorithms for the Elimination of Common Subexpressions;;;db/journals/acta/acta2.html#Ullman73;2;1973
483;Piotr Rudnicki|Wlodzimierz Drabent;;;;;;;;;;;https://doi.org/10.1007/BF00263652;oa;;Acta Inf.;journals/acta/RudnickiD86;2018-06-26;;;;6;699-707;;;;;Erratum: Proving Properties of Pascal Programs in MIZAR 2.;;;db/journals/acta/acta22.html#RudnickiD86;22;1986
484;Henning Fernau;;;;;;;;;;;https://doi.org/10.1007/s002360050108;;;Acta Inf.;journals/acta/Fernau97;2017-06-02;;;;11;837-857;;;;;Unconditional Transfer in Regulated Rewriting.;;;db/journals/acta/acta34.html#Fernau97;34;1997
485;Lynn Robert Carter;;;;;;;;;;;https://doi.org/10.1007/BF00264435;;;Acta Inf.;journals/acta/Carter82;2017-05-28;;;;;135-147;;;;;Further Analysis of Code Generation for a Single Register Machine.;;;db/journals/acta/acta18.html#Carter82;18;1982
486;Leslie Lamport;;;;;;;;;;;https://doi.org/10.1007/BF00265219;;;Acta Inf.;journals/acta/Lamport76;2017-05-28;;;;;15-34;;;;;The Synchronization of Independent Processes.;;;db/journals/acta/acta7.html#Lamport76;7;1976
487;Tsutomu Kamimura;;;;;;;;;;;https://doi.org/10.1007/BF00264231;;;Acta Inf.;journals/acta/Kamimura85;2017-05-28;;;;2;203-227;;;;;An Effectively Given Initial Semigroup.;;;db/journals/acta/acta22.html#Kamimura85;22;1985
488;Maciej Koutny|Victor Khomenko|Walter Vogler;;;;;;;;;;;https://doi.org/10.1007/s00236-003-0122-y;;;Acta Inf.;journals/acta/KhomenkoKV03;2017-05-28;;;;2;95-118;;;;;Canonical prefixes of Petri net unfoldings.;;;db/journals/acta/acta40.html#KhomenkoKV03;40;2003
489;Petr Jancar|Zdenek Sawa;;;;;;;;;;;https://doi.org/10.1007/s00236-008-0088-x;;;Acta Inf.;journals/acta/SawaJ09;2017-05-28;;;;3;169-191;;;;;Hardness of equivalence checking for composed finite-state systems.;;;db/journals/acta/acta46.html#SawaJ09;46;2009
490;Luc Duponcheel|M. Duponcheel;;;;;;;;;;;https://doi.org/10.1007/BF00268076;;;Acta Inf.;journals/acta/DuponcheelD86;2017-05-28;;;;1;67-98;;;;;Acceptable Functional Programming Systems.;;;db/journals/acta/acta23.html#DuponcheelD86;23;1986
491;Wim H. Hesselink;;;;;;;;;;;https://doi.org/10.1007/s00236-003-0108-9;;;Acta Inf.;journals/acta/Hesselink03;2017-05-28;;;;3;211-231;;;;;Preference rankings in the face of uncertainty.;;;db/journals/acta/acta39.html#Hesselink03;39;2003
492;Erica Moodie|James D. Currie;;;;;;;;;;;https://doi.org/10.1007/s00236-003-0110-2;;;Acta Inf.;journals/acta/CurrieM03;2017-06-02;;;;6-7;451-468;;;;;A word on 7 letters which is non-repetitive up to mod 5.;;;db/journals/acta/acta39.html#CurrieM03;39;2003
493;Stephan Heilbrunner;;;;;;;;;;;https://doi.org/10.1007/BF00267043;; LR ;Acta Inf.;journals/acta/Heilbrunner85;2017-05-28;;;;5;499-536;;;;;Truly Prefix-Correct Chain-Free ;;;db/journals/acta/acta22.html#Heilbrunner85;22;1985
494;Vernon Rego;;;;;;;;;;;https://doi.org/10.1007/BF00265152;;;Acta Inf.;journals/acta/Rego89;2017-05-28;;;;2;157-177;;;;;Some Efficient Computational Algorithms Related to Phase Models.;;;db/journals/acta/acta27.html#Rego89;27;1989
495;Tomasz Kowaltowski;;;;;;;;;;;https://doi.org/10.1007/BF00289468;;;Acta Inf.;journals/acta/Kowaltowski77;2017-05-28;;;;;357-360;;;;;Axiomatic Approach to Side Effects and General Jumps.;;;db/journals/acta/acta7.html#Kowaltowski77;7;1977
496;Joseph Sifakis|Sergio Yovine|Xavier Nicollin;;;;;;;;;;;https://doi.org/10.1007/BF01178579;;;Acta Inf.;journals/acta/NicollinSY93;2017-05-28;;;;2;181-202;;;;;From ATP to Timed Graphs and Hybrid Systems.;;;db/journals/acta/acta30.html#NicollinSY93;30;1993
497;Gerhard J. Woeginger|Rüdiger Rudolf|Vladimir G. Deineko;;;;;;;;;;;https://doi.org/10.1007/BF03036463;;;Acta Inf.;journals/acta/DeinekoRW96;2017-05-28;;;;6;559-569;;;;;On the Recognition of Permuted Supnick and Incomplete Monge Matrices.;;;db/journals/acta/acta33.html#DeinekoRW96;33;1996
498;Gabriel Thierrin|Gheorghe Paun|Jürgen Dassow|Sheng Yu;;;;;;;;;;;https://doi.org/10.1007/s002360100072;;;Acta Inf.;journals/acta/DassowPTY01;2017-06-02;;;;2;131-153;;;;;Tree-systems of morphisms.;;;db/journals/acta/acta38.html#DassowPTY01;38;2001
